  1104 Syringa          1928 XA     X  35  1 0  0 -        sdf0d0  12.50 0.0000 0.0000 0.0000 02.6306 0.3441  06.4346
  1110 Jaroslawa        1928 PD     L  81  1 0  0 -        see578  11.80 2.2183 0.1707 0.1187 02.2181 0.2416  05.8507
  1112 Polonia          1928 PE     L  85  1 0  0 -        s43093  10.05 3.0204 0.0693 0.1760 03.0210 0.1017  08.9966
  1117 Reginita         1927 KA     S  92  1 0  0 -        s387d9  11.90 2.2478 0.1584 0.0675 02.2476 0.1977  04.3391
  1124 Stroobantia      1928 TB     X  89  1 0  0 -        sf0622  10.67 2.9270 0.0420 0.1313 02.9266 0.0350  07.7867
  1127 Mimi             1929 AJ     C  47  1 0  0 -        s0cde2  10.95 2.5948 0.2307 0.2519 02.5949 0.2644  14.7524
  1133 Lugduna          1929 RC1    S  87  2 0  0 LS       sbb99f  12.22 2.1860 0.1364 0.0766 02.1862 0.1870  05.3765
  1139 Atami            1929 XE     S  40  1 0  0 -        se7616  12.51 0.0000 0.0000 0.0000 01.9476 0.2552  13.0830
  1142 Aetolia          1930 BC     S  80  1 0  0 -        s38230  10.30 3.1792 0.1131 0.0250 03.1809 0.0887  02.1011
  1144 Oda              1930 BJ     X  33  1 0  0 -        sc3312  10.00 3.7561 0.0348 0.1477 03.7502 0.0953  09.7413
  1149 Volga            1929 PF     C  83  1 0  0 -        s0cfee  10.57 2.8984 0.0457 0.2224 02.9009 0.0945  11.7531
  1153 Wallenbergia     -           S  00  1 0  0 -        s43fd4  12.10 2.1959 0.1077 0.0693 02.1955 0.1604  03.3347
  1158 Luda             1929 QF     S  92  1 0  0 -        s40054  10.80 2.5639 0.0863 0.2623 02.5640 0.1124  14.8379
  1161 Thessalia        1929 SF     X  69  1 0  0 -        sc357b  11.60 3.1651 0.0727 0.1443 03.1690 0.0865  09.3768
  1165 Imprinetta       1930 HM     C  92  3 0  0 CX       s41354  10.30 3.1324 0.1817 0.2399 03.1236 0.2145  12.8108
  1166 Sakuntala        1930 MA     L  60  1 0  0 -        secdd0  08.80 2.5388 0.1979 0.2915 02.5361 0.2070  18.8942
  1175 Margo            1930 UD     S  67  1 0  0 -        sf2d4a  10.20 3.2173 0.0437 0.2956 03.2178 0.0629  16.2679
  1177 Gonnessia        1930 WA     X  77  1 0  0 -        s3969e  09.30 3.3534 0.0254 0.2772 03.3584 0.0266  15.0922
  1179 Mally            1931 FD     D  86  1 0  0 -        s0a21a  12.90 2.6169 0.1886 0.1546 02.6183 0.1735  08.7007
  1190 Pelagia          1930 SL     X  12  1 0  0 -        s1d668  12.40 2.4313 0.1285 0.0500 02.4306 0.1331  03.1691
  1211 Bressole         1931 XA     C  86  1 0  0 -        s19a28  10.60 2.9298 0.1304 0.1997 02.9306 0.1585  12.7571
  1223 Neckar           1931 TG     S  25  1 0  0 -        sb6779  10.58 2.8695 0.0436 0.0372 02.8722 0.0591  02.5477
  1227 Geranium         1931 TD     C  50  2 0  0 CX       s26d98  10.10 3.1998 0.1948 0.2918 03.2239 0.1889  16.4185
  1228 Scabiosa         1931 TU     S  99  1 0  0 -        s0a01e  11.50 2.7690 0.0756 0.0745 02.7686 0.0383  03.2882
  1229 Tilia            1931 TP1    C  39  1 0  0 -        s251b2  11.10 3.2114 0.1565 0.0302 03.2323 0.1572  01.0203
  1230 Riceia           1931 TX1    S  79  1 0  0 -        s0ec36  12.80 2.5725 0.1527 0.1847 02.5716 0.1791  10.4946
  1231 Auricula         1931 TE2    C  63  2 1  0 CX       scb6d5  11.60 2.6689 0.1092 0.2078 02.6690 0.0839  11.4856
  1232 Cortusa          1931 TF2    X  88  1 0  0 -        sb3c7f  10.20 3.1764 0.1658 0.1960 03.1921 0.1253  10.2791
  1233 Kobresia         1931 TG2    C  92  1 0  0 -        s14a7b  11.30 2.5551 0.0642 0.1136 02.5560 0.0577  05.6077
